attempt_id,account_id,recovery_channel,device_risk_score,ip_risk_score,is_new_device,is_new_ip,geo_mismatch_flag,time_since_last_login_days,time_since_account_creation_days,failed_recovery_attempts_7d,hour_of_day,is_unusual_hour,onboarding_to_recovery_speed_flag,is_fraud
AT-000585,304263,email_link,0.0839,0.121,0,0,0,4.79,102.8,1,8,0,0,0
AT-001295,725483,email_link,0.4201,0.3049,0,0,0,13.37,226.33,0,8,0,0,0
AT-001724,730978,sms_otp,0.3487,0.1947,0,0,0,1.05,636.5,0,14,0,0,0
AT-003380,595495,sms_otp,0.1118,0.235,0,0,0,3.77,103.04,0,13,0,0,0
AT-001021,452352,security_questions,0.1982,0.2225,0,0,0,20.14,130.8,0,17,0,0,0
AT-001709,103208,email_link,0.1273,0.0517,0,0,0,24.43,642.22,0,13,0,0,0
AT-000259,139084,sms_otp,0.6462,0.7902,0,0,0,26.21,0.42,2,7,0,1,1
AT-001830,222782,sms_otp,0.2782,0.0553,0,0,0,0.84,282.05,0,7,0,0,0
AT-002375,306536,sms_otp,0.2061,0.2593,0,0,0,2.49,272.23,0,7,0,0,0
AT-001253,443338,email_link,0.1652,0.0242,1,0,0,3.82,5.39,0,7,0,1,0
AT-000272,103550,security_questions,0.5806,0.4487,0,0,0,2.79,1146.6,0,6,0,0,0
AT-002425,509418,email_link,0.0739,0.5922,0,0,1,3.43,99.73,0,7,0,0,0
AT-001105,298219,security_questions,0.206,0.3531,0,0,0,27.2,1119.62,0,13,0,0,0
AT-001591,981970,security_questions,0.1005,0.3353,0,0,0,5.0,1134.95,0,13,0,0,0
AT-000716,898409,sms_otp,0.3035,0.0617,0,1,0,2.52,50.87,0,21,0,0,0
AT-001350,334417,agent_assisted,0.1957,0.2277,0,1,0,16.64,397.13,0,7,0,0,0
AT-000471,856571,sms_otp,0.6592,0.4206,0,0,0,20.46,79.62,0,16,0,0,0
AT-002422,849755,sms_otp,0.5919,0.744,1,1,0,20.35,4.9,3,4,1,1,1
AT-002336,416655,email_link,0.158,0.3136,0,0,0,4.16,43.96,0,13,0,0,0
AT-003485,768531,security_questions,0.1895,0.5081,0,1,0,12.38,344.42,1,11,0,0,0
AT-001766,238487,security_questions,0.4147,0.1986,1,1,0,233.98,15.55,2,2,1,0,1
AT-000215,102750,email_link,0.1837,0.2182,0,0,0,40.6,1089.32,1,7,0,0,0
AT-001752,193746,agent_assisted,0.0999,0.3234,0,0,0,6.67,238.84,1,16,0,0,0
AT-002163,245660,agent_assisted,0.1036,0.0517,0,0,0,21.81,217.33,0,9,0,0,0
AT-001109,821413,sms_otp,0.3393,0.7096,0,0,0,6.72,348.84,0,8,0,0,0
AT-002137,838012,sms_otp,0.1838,0.161,0,1,0,20.23,178.27,0,11,0,0,0
AT-000062,605470,security_questions,0.343,0.2808,0,0,0,8.79,136.38,0,23,1,0,0
AT-002347,145878,sms_otp,0.1654,0.023,0,0,0,3.97,86.54,0,12,0,0,0
AT-002664,730455,email_link,0.5888,0.5036,0,0,0,15.24,79.22,0,3,1,0,0
AT-002900,828599,security_questions,0.2158,0.0333,0,0,1,5.04,33.85,0,7,0,0,0
AT-000031,502201,email_link,0.1029,0.4122,1,0,0,6.79,64.91,0,8,0,0,0
AT-001391,309902,email_link,0.3585,0.1117,1,0,0,2.37,64.28,0,21,0,0,0
AT-002655,662060,agent_assisted,0.1763,0.3651,1,0,0,6.11,239.41,0,11,0,0,0
AT-000778,431666,security_questions,0.0907,0.3477,0,0,0,17.42,213.24,1,19,0,0,0
AT-001655,763119,agent_assisted,0.1585,0.6126,1,0,0,1.37,267.27,0,12,0,0,0
AT-003100,374924,sms_otp,0.197,0.2421,0,0,0,3.45,348.37,0,20,0,0,0
AT-001343,609848,email_link,0.3353,0.7264,0,0,0,5.3,224.68,0,15,0,0,0
AT-001540,196851,email_link,0.0789,0.5034,0,0,0,1.83,338.6,0,15,0,0,0
AT-001804,411756,sms_otp,0.3785,0.2193,0,0,0,2.77,830.53,0,20,0,0,0
AT-002817,287745,security_questions,0.1384,0.1542,0,0,0,5.26,113.31,0,18,0,0,0
AT-000755,559416,agent_assisted,0.1088,0.2875,0,0,0,6.53,169.5,0,8,0,0,0
AT-001898,556345,sms_otp,0.1349,0.3122,0,1,0,7.55,126.49,0,9,0,0,0
AT-002170,566029,email_link,0.3593,0.0954,0,0,0,6.68,44.2,0,17,0,0,0
AT-000868,727455,sms_otp,0.1302,0.1115,0,1,1,33.82,313.52,0,5,1,0,0
AT-003145,552227,email_link,0.1139,0.1933,0,1,0,2.96,187.37,0,11,0,0,0
AT-002760,946168,sms_otp,0.0528,0.1176,0,0,0,0.88,444.3,0,20,0,0,0
AT-003427,482607,email_link,0.1242,0.3483,0,0,0,7.14,470.69,0,19,0,0,0
AT-001973,220561,email_link,0.0189,0.0467,0,0,0,7.47,188.42,0,16,0,0,0
AT-000680,574439,security_questions,0.4302,0.4268,0,1,0,8.08,49.13,0,0,1,0,0
AT-000606,505534,email_link,0.3554,0.0536,1,0,0,1.38,154.7,0,7,0,0,0
AT-002482,183995,agent_assisted,0.3887,0.3499,0,0,0,12.15,130.51,1,15,0,0,0
AT-002866,517673,email_link,0.1278,0.0024,0,0,0,2.71,37.2,0,0,1,0,0
AT-001526,524462,sms_otp,0.0731,0.0903,0,1,0,2.01,558.93,0,19,0,0,0
AT-002820,397031,email_link,0.2206,0.0068,0,0,1,1.85,274.79,0,21,0,0,0
AT-003324,879513,sms_otp,0.4514,0.4132,1,0,1,4.01,1.07,4,7,0,1,1
AT-002155,484969,email_link,0.4663,0.4402,0,0,0,4.71,66.66,0,8,0,0,0
AT-003406,421158,sms_otp,0.0131,0.0675,0,0,0,2.2,49.3,2,13,0,0,0
AT-000866,715040,email_link,0.0544,0.3,0,0,0,9.24,289.29,0,2,1,0,0
AT-000923,808253,agent_assisted,0.0871,0.0804,0,0,0,1.87,74.57,1,10,0,0,0
AT-000370,399616,sms_otp,0.1656,0.0234,0,0,1,8.75,60.54,1,15,0,0,0
AT-002557,809103,security_questions,0.4412,0.7707,0,0,1,3.96,13.26,3,12,0,0,1
AT-000261,739752,security_questions,0.0762,0.1985,1,0,0,56.41,134.85,0,14,0,0,0
AT-003190,124246,security_questions,0.0459,0.2279,1,0,0,3.85,127.7,0,14,0,0,0
AT-000969,699539,sms_otp,0.1072,0.3784,0,0,0,8.35,78.07,0,21,0,0,0
AT-003002,674972,email_link,0.2208,0.0474,0,0,0,3.31,307.31,0,8,0,0,0
AT-003081,848876,sms_otp,0.0025,0.0955,0,0,0,3.54,120.37,0,18,0,0,0
AT-002843,359243,agent_assisted,0.1482,0.6142,0,0,0,37.39,839.53,0,19,0,0,0
AT-001418,584634,email_link,0.1063,0.1172,0,0,0,0.83,112.08,0,21,0,0,0
AT-000743,116500,agent_assisted,0.0345,0.4448,1,0,0,1.0,83.17,1,17,0,0,0
AT-002380,318545,email_link,0.4368,0.1499,0,0,0,5.08,322.85,0,19,0,0,0
AT-000965,866531,sms_otp,0.0892,0.3788,0,1,0,2.45,67.32,1,5,1,0,0
AT-001024,118117,email_link,0.038,0.0045,0,0,0,3.49,27.4,0,8,0,0,0
AT-002178,987977,email_link,0.0292,0.403,0,0,0,7.04,86.61,0,19,0,0,0
AT-002952,348916,sms_otp,0.4316,0.0533,0,0,0,13.3,258.94,0,12,0,0,0
AT-000647,112092,email_link,0.3209,0.0369,0,0,0,3.92,113.82,1,11,0,0,0
AT-001557,744281,security_questions,0.0501,0.3191,0,0,0,6.3,109.89,0,11,0,0,0
AT-001694,716691,email_link,0.3904,0.1641,0,0,0,5.42,151.29,0,7,0,0,0
AT-002683,864440,security_questions,0.0533,0.0886,0,0,0,9.13,199.4,0,15,0,0,0
AT-002041,705023,email_link,0.1996,0.5014,0,0,0,1.03,671.88,0,17,0,0,0
AT-000309,367592,sms_otp,0.6204,0.3088,0,0,0,12.76,43.41,1,15,0,0,0
AT-000004,788876,sms_otp,0.7097,0.2443,0,0,0,5.11,368.59,0,13,0,0,0
AT-001431,782753,sms_otp,0.0491,0.354,0,0,0,32.7,68.67,2,8,0,0,0
AT-000490,726437,sms_otp,0.23,0.148,0,0,0,3.85,88.27,0,11,0,0,0
AT-001673,296434,sms_otp,0.0285,0.0085,0,1,1,15.99,304.02,0,18,0,0,0
AT-000179,902872,security_questions,0.0278,0.1161,0,0,0,50.05,403.95,0,9,0,0,0
AT-003027,933994,email_link,0.1608,0.3028,0,0,0,17.76,566.86,0,5,1,0,0
AT-002578,342267,sms_otp,0.1511,0.0665,0,0,0,26.55,187.26,0,11,0,0,0
AT-000028,488131,sms_otp,0.7229,0.3828,1,0,0,9.22,7.39,2,17,0,0,1
AT-000848,288953,email_link,0.0711,0.1448,0,0,0,15.96,28.8,2,7,0,0,0
AT-000390,624587,sms_otp,0.1915,0.5184,0,1,1,2.27,154.65,0,0,1,0,0
AT-002473,524673,email_link,0.0998,0.0262,0,0,0,1.01,1197.05,0,22,0,0,0
AT-002125,905289,agent_assisted,0.4249,0.6701,1,0,1,6.4,17.25,1,1,1,0,1
AT-002906,767129,email_link,0.3428,0.242,0,1,0,7.48,168.06,0,8,0,0,0
AT-000803,685100,security_questions,0.7514,0.7791,0,1,0,2.81,320.71,3,9,0,0,0
AT-002982,155944,sms_otp,0.2419,0.1761,0,0,0,1.98,216.09,0,11,0,0,0
AT-001293,916845,sms_otp,0.1952,0.1574,0,0,0,4.51,439.27,0,8,0,0,0
AT-000385,164727,email_link,0.2048,0.3919,0,0,0,7.21,63.07,0,22,0,0,0
AT-003092,397803,sms_otp,0.1313,0.0235,0,0,0,6.36,90.32,0,10,0,0,0
AT-001245,114652,email_link,0.0384,0.4389,0,0,0,4.14,136.95,0,0,1,0,0
AT-000114,346843,email_link,0.1326,0.104,1,0,0,11.72,30.08,1,16,0,0,0
AT-000947,377121,email_link,0.0656,0.0428,0,1,0,3.59,78.81,0,15,0,0,0
AT-002524,361198,email_link,0.0618,0.062,1,0,0,4.78,111.89,0,10,0,0,0
AT-001750,499008,security_questions,0.3673,0.4643,0,0,0,12.2,204.2,0,10,0,0,0
AT-000135,169915,email_link,0.3302,0.4525,1,0,0,1.07,275.29,0,10,0,0,0
AT-002485,455438,sms_otp,0.0651,0.0676,0,0,1,0.81,111.78,1,5,1,0,0
AT-003304,546638,security_questions,0.2009,0.1625,0,0,0,2.77,343.32,0,1,1,0,0
AT-003305,635930,email_link,0.0451,0.1495,0,1,0,4.26,43.3,0,15,0,0,0
AT-003285,508855,security_questions,0.1348,0.083,0,1,0,7.66,188.09,0,18,0,0,0
AT-002581,229559,sms_otp,0.7067,0.752,1,0,0,23.91,64.6,3,14,0,0,1
AT-001031,582676,email_link,0.0062,0.2134,0,0,0,4.83,131.33,0,16,0,0,0
AT-002920,494090,agent_assisted,0.3929,0.1261,0,0,0,2.43,163.17,0,19,0,0,0
AT-003253,938156,email_link,0.2078,0.1917,1,1,0,3.17,254.92,2,6,0,0,0
AT-001345,117148,email_link,0.2051,0.2753,0,0,0,1.13,467.15,0,22,0,0,0
AT-003280,892651,email_link,0.4619,0.1032,0,0,0,11.88,221.89,0,17,0,0,0
AT-003033,224533,sms_otp,0.596,0.198,0,0,0,2.78,95.45,0,9,0,0,0
AT-002544,999125,security_questions,0.0646,0.1374,0,0,0,2.35,523.71,0,8,0,0,0
AT-000500,485599,email_link,0.4027,0.1034,1,1,0,4.57,71.99,0,18,0,0,0
AT-002600,834468,email_link,0.4486,0.2231,0,1,0,3.23,78.63,0,17,0,0,0
AT-002622,112431,email_link,0.3555,0.2505,0,0,1,11.03,254.91,0,21,0,0,0
AT-002717,597170,security_questions,0.5574,0.4653,0,0,0,4.06,32.08,0,12,0,0,0
AT-001747,495536,security_questions,0.1666,0.3682,0,1,0,1.81,96.39,0,21,0,0,0
AT-003200,667512,email_link,0.0221,0.5592,1,0,0,1.25,48.84,0,11,0,0,0
AT-002737,618949,sms_otp,0.0643,0.1989,0,0,0,3.18,339.12,0,12,0,0,0
AT-001452,245846,email_link,0.5273,0.294,0,0,1,13.32,220.97,0,8,0,0,0
AT-000320,473935,email_link,0.0095,0.0115,0,0,0,7.92,292.66,0,20,0,0,0
AT-003025,269699,email_link,0.3517,0.0368,0,0,0,24.96,260.71,0,11,0,0,0
AT-001785,252561,email_link,0.0147,0.1603,0,0,0,17.22,129.45,0,5,1,0,0
AT-001012,196385,sms_otp,0.6165,0.7457,1,0,0,1.86,277.64,0,12,0,0,0
AT-002133,282770,email_link,0.0666,0.1608,0,0,0,28.14,53.94,0,14,0,0,0
AT-000593,319842,sms_otp,0.0892,0.1402,0,0,0,1.62,30.72,1,12,0,0,0
AT-001981,254885,sms_otp,0.6724,0.7045,1,0,1,23.9,3.84,2,5,1,0,1
AT-002582,460234,security_questions,0.3247,0.6888,0,0,1,9.95,11.72,3,3,1,0,1
AT-001778,577313,email_link,0.4686,0.4547,0,0,1,21.03,136.01,0,15,0,0,0
AT-000705,693194,sms_otp,0.0176,0.1075,0,0,0,22.89,43.9,0,15,0,0,0
AT-002829,678009,email_link,0.2462,0.0585,0,0,0,5.57,232.51,0,12,0,0,0
AT-002083,666359,sms_otp,0.3604,0.2214,0,0,0,1.86,66.04,0,6,0,0,0
AT-003026,580853,email_link,0.6037,0.0275,0,1,0,1.82,21.15,1,19,0,0,0
AT-001061,581459,security_questions,0.6011,0.3806,1,0,0,70.59,100.85,1,16,0,0,0
AT-001185,741956,agent_assisted,0.2282,0.3405,0,0,0,3.22,135.31,0,9,0,0,0
AT-001665,577431,email_link,0.0251,0.3163,1,0,0,17.6,411.17,0,13,0,0,0
AT-003047,578022,sms_otp,0.5907,0.2318,0,0,0,24.74,8.37,3,12,0,0,1
AT-001829,778172,email_link,0.1606,0.024,0,0,0,6.84,72.7,0,13,0,0,0
AT-002372,623001,security_questions,0.2882,0.2633,0,0,0,6.71,218.91,2,14,0,0,0
AT-002472,611625,email_link,0.263,0.3775,0,0,1,26.87,88.31,0,13,0,0,0
AT-002633,883450,sms_otp,0.0071,0.1853,0,0,0,23.01,54.55,0,8,0,0,0
AT-002374,509139,email_link,0.1071,0.1208,0,1,0,2.58,59.68,1,10,0,0,0
AT-000313,473365,email_link,0.2068,0.1478,0,0,0,5.84,127.65,0,8,0,0,0
AT-002660,241392,email_link,0.2123,0.0862,0,0,0,4.78,646.9,0,11,0,0,0
AT-003185,222513,email_link,0.9099,0.7559,1,0,0,14.91,1.53,2,18,0,0,1
AT-002028,469550,security_questions,0.4062,0.2369,0,0,0,1.75,73.84,0,9,0,0,0
AT-001794,934348,email_link,0.3032,0.3249,0,0,0,12.17,187.36,0,9,0,0,0
AT-000859,563524,email_link,0.1201,0.3986,0,0,0,2.36,281.41,0,10,0,0,0
AT-002904,442277,sms_otp,0.0072,0.093,0,0,0,43.59,360.9,0,10,0,0,0
AT-003270,917257,email_link,0.1433,0.4782,1,0,0,6.69,29.05,0,18,0,0,0
AT-002690,146752,sms_otp,0.1071,0.0319,0,0,0,1.04,175.67,0,20,0,0,0
AT-000757,339538,sms_otp,0.7081,0.3204,1,1,0,153.96,5.47,0,1,1,1,1
AT-001809,734289,email_link,0.0498,0.0305,0,1,0,1.53,889.65,0,13,0,0,0
AT-003389,168662,sms_otp,0.0879,0.1001,0,0,0,9.87,92.18,1,11,0,0,0
AT-002824,403023,email_link,0.2986,0.0961,0,0,0,5.68,564.18,0,13,0,0,0
AT-002354,659941,email_link,0.1827,0.1821,0,0,0,8.89,143.52,0,12,0,0,0
AT-002111,267873,sms_otp,0.0115,0.0731,0,0,0,8.64,306.89,0,12,0,0,0
AT-002166,775739,email_link,0.1706,0.0849,0,0,0,7.3,64.15,0,16,0,0,0
AT-000038,654857,email_link,0.2612,0.3567,1,0,0,5.35,73.99,0,15,0,0,0
AT-002154,361474,email_link,0.0701,0.1907,0,0,0,3.66,27.51,0,12,0,0,0
AT-002950,905291,sms_otp,0.0807,0.0353,1,0,0,6.43,172.32,0,9,0,0,0
AT-002569,594597,email_link,0.3059,0.2885,0,0,0,13.94,38.17,0,0,1,0,0
AT-002496,722298,security_questions,0.17,0.1636,0,0,0,4.54,752.9,0,11,0,0,0
AT-000014,853212,email_link,0.1539,0.0748,0,0,0,16.6,96.74,0,8,0,0,0
AT-001110,401466,email_link,0.1902,0.1522,0,0,0,13.95,312.67,0,12,0,0,0
AT-000203,396576,email_link,0.3603,0.3216,0,0,1,16.11,60.94,0,15,0,0,0
AT-001848,342821,agent_assisted,0.0969,0.1212,0,0,1,8.65,758.54,0,19,0,0,0
AT-000386,899509,sms_otp,0.4562,0.6165,1,1,1,63.19,3.68,1,21,0,1,1
AT-003114,802627,email_link,0.0483,0.0102,0,0,0,3.35,173.13,1,7,0,0,0
AT-001887,894080,email_link,0.3853,0.441,1,0,0,0.93,117.36,1,17,0,0,0
AT-001322,192173,security_questions,0.6195,0.2218,0,0,0,2.41,60.54,0,10,0,0,0
AT-000548,602809,sms_otp,0.276,0.2669,0,0,0,3.32,645.61,0,19,0,0,0
AT-002649,504850,security_questions,0.6698,0.2687,0,0,0,15.23,302.89,0,19,0,0,0
AT-003337,865424,sms_otp,0.5743,0.1191,0,0,0,4.1,153.67,0,7,0,0,0
AT-000349,912655,security_questions,0.2075,0.2068,0,0,1,12.87,129.68,0,17,0,0,0
AT-002343,179292,agent_assisted,0.1544,0.4164,0,0,0,5.8,104.34,0,20,0,0,0
AT-001780,502071,sms_otp,0.5041,0.2702,0,0,0,7.03,70.35,0,0,1,0,0
AT-001248,884957,email_link,0.1166,0.1237,0,0,0,35.98,64.83,0,20,0,0,0
AT-002161,118207,security_questions,0.1326,0.0436,1,0,1,1.24,253.31,1,13,0,0,0
AT-003395,588325,email_link,0.1172,0.1076,0,0,0,15.75,220.93,0,19,0,0,0
AT-002198,626395,email_link,0.0879,0.0853,0,0,0,10.5,955.13,0,14,0,0,0
AT-003048,291818,sms_otp,0.2989,0.1272,0,0,0,3.88,134.61,0,10,0,0,0
AT-003066,484509,sms_otp,0.1709,0.0258,0,0,0,13.76,71.17,1,6,0,0,0
AT-001811,439527,email_link,0.8144,0.5069,0,0,0,7.16,326.16,0,10,0,0,0
AT-000433,510626,email_link,0.0906,0.1019,0,0,0,6.15,637.27,0,16,0,0,0
AT-001101,471165,security_questions,0.6967,0.7449,0,1,1,7.77,2.7,5,10,0,0,1
AT-002378,796930,email_link,0.308,0.1014,0,0,0,0.64,6.52,0,9,0,0,0
AT-001529,354775,sms_otp,0.0955,0.0115,0,0,0,4.7,95.19,0,16,0,0,0
AT-000359,695144,agent_assisted,0.4309,0.5105,0,0,0,5.96,45.19,0,17,0,0,0
AT-002945,296615,sms_otp,0.3234,0.1423,0,0,1,1.14,327.89,0,8,0,0,0
AT-000858,487783,sms_otp,0.3131,0.1774,0,0,0,5.7,549.98,1,7,0,0,0
AT-000787,680909,sms_otp,0.0157,0.1334,0,0,0,14.17,171.54,0,11,0,0,0
AT-002684,575709,sms_otp,0.17,0.099,0,0,0,14.1,272.06,1,10,0,0,0
AT-002964,860724,sms_otp,0.4911,0.1523,0,1,0,9.58,165.89,1,19,0,0,0
AT-001323,673815,agent_assisted,0.3741,0.5509,0,0,0,16.39,1.43,5,2,1,0,1
AT-001936,245124,sms_otp,0.1007,0.2416,0,0,0,9.15,477.28,1,11,0,0,0
AT-002063,973186,sms_otp,0.1137,0.1821,0,0,0,2.85,94.82,0,9,0,0,0
AT-000944,900899,email_link,0.1699,0.1352,0,0,0,4.49,134.2,0,18,0,0,0
AT-003452,449404,security_questions,0.1931,0.0402,0,0,0,31.97,42.72,0,10,0,0,0
AT-002167,844520,agent_assisted,0.3788,0.4158,0,0,0,3.16,1218.79,0,8,0,0,0
AT-000759,163135,agent_assisted,0.5624,0.3227,1,0,0,46.34,4.27,1,18,0,1,1
AT-001420,354818,sms_otp,0.0893,0.0723,0,0,0,2.81,50.91,2,20,0,0,0
AT-000574,598832,email_link,0.022,0.0903,1,0,0,17.9,89.48,0,21,0,0,0
AT-000382,930162,email_link,0.3655,0.0261,0,1,0,2.62,68.31,1,8,0,0,0
AT-002403,520652,email_link,0.1003,0.024,0,0,0,28.41,164.47,0,12,0,0,0
AT-002344,911997,email_link,0.3864,0.405,0,0,0,17.63,133.11,0,9,0,0,0
AT-001945,914589,security_questions,0.36,0.0338,0,0,0,5.07,156.5,0,8,0,0,0
AT-002798,135376,sms_otp,0.047,0.2435,0,0,1,1.45,218.36,0,7,0,0,0
AT-001572,769974,email_link,0.7735,0.6731,0,0,0,8.64,282.39,0,8,0,0,0
AT-001464,498983,email_link,0.0105,0.3074,0,1,0,3.93,178.4,1,18,0,0,0
AT-000493,166581,sms_otp,0.2284,0.1272,0,0,0,6.42,39.13,0,13,0,0,0
AT-000103,824800,sms_otp,0.0427,0.2044,0,0,0,1.26,317.72,0,11,0,0,0
AT-000744,121995,sms_otp,0.832,0.2675,0,0,1,24.67,1.39,6,22,0,0,1
AT-000377,373062,sms_otp,0.3201,0.6627,1,1,1,216.97,10.66,6,1,1,0,1
AT-002571,279765,security_questions,0.4648,0.5096,0,1,0,297.93,3.42,4,8,0,0,1
AT-003480,149164,email_link,0.196,0.177,0,0,0,2.97,228.48,0,19,0,0,0
AT-001717,276800,sms_otp,0.0281,0.642,0,0,1,7.4,96.4,0,18,0,0,0
AT-000828,456796,email_link,0.2101,0.1667,1,1,0,18.32,200.13,1,7,0,0,0
AT-002838,888853,security_questions,0.1465,0.1412,1,0,0,2.76,132.76,0,11,0,0,0
AT-002765,732745,security_questions,0.5642,0.6587,1,1,1,71.96,1.14,2,12,0,1,1
AT-000533,198409,security_questions,0.0339,0.104,0,0,0,10.36,26.67,0,6,0,0,0
AT-001736,746413,security_questions,0.1171,0.0541,0,0,0,1.78,170.78,0,12,0,0,0
AT-002943,832099,email_link,0.263,0.0205,0,0,0,16.02,146.53,0,11,0,0,0
AT-003237,154062,security_questions,0.4682,0.5663,0,0,0,104.91,3.66,3,19,0,1,1
AT-002699,767640,agent_assisted,0.0617,0.1357,0,0,0,3.97,180.32,0,11,0,0,0
AT-001050,239770,sms_otp,0.0672,0.2745,1,0,0,0.93,103.6,0,10,0,0,0
AT-002738,172167,email_link,0.1446,0.0674,0,0,0,11.71,40.7,0,17,0,0,0
AT-003042,114689,email_link,0.0262,0.1936,0,0,0,5.3,309.53,0,9,0,0,0
AT-003144,439353,sms_otp,0.1013,0.391,0,1,1,23.45,7.56,3,16,0,0,1
AT-001460,866140,agent_assisted,0.0966,0.401,0,0,0,3.47,64.07,0,20,0,0,0
AT-001315,389601,email_link,0.4108,0.4309,0,0,1,365.0,2.76,5,19,0,1,1
AT-003199,601178,email_link,0.3612,0.1254,0,0,0,7.0,93.71,0,20,0,0,0
AT-003248,979991,security_questions,0.0059,0.4841,0,0,0,6.3,336.61,0,11,0,0,0
AT-000260,981795,sms_otp,0.0293,0.1812,0,0,0,1.27,289.21,0,6,0,0,0
AT-001672,139024,email_link,0.267,0.544,0,1,0,3.22,158.72,0,22,0,0,0
AT-001742,719429,email_link,0.1954,0.1256,0,0,1,5.51,199.22,0,11,0,0,0
AT-002568,793051,email_link,0.8083,0.2188,0,0,0,25.19,641.95,0,12,0,0,0
AT-002255,272175,email_link,0.393,0.1952,0,0,0,33.49,191.31,1,18,0,0,0
AT-001953,485368,security_questions,0.1916,0.2388,0,0,1,1.46,428.79,0,12,0,0,0
AT-001863,434156,sms_otp,0.2487,0.2438,0,0,0,4.63,226.72,0,9,0,0,0
AT-000950,809235,security_questions,0.8413,0.6704,0,0,0,281.43,0.47,2,21,0,0,1
AT-001376,118658,security_questions,0.2269,0.2596,0,0,0,7.98,126.02,0,5,1,0,0
AT-002363,685040,security_questions,0.2658,0.066,1,0,0,4.21,141.14,0,16,0,0,0
AT-000710,481959,sms_otp,0.0437,0.3117,0,0,1,2.76,311.07,0,7,0,0,0
AT-000412,558412,sms_otp,0.0296,0.2237,0,0,1,9.58,32.14,0,15,0,0,0
AT-002752,308748,security_questions,0.3895,0.3731,0,0,1,3.01,32.52,0,6,0,0,0
AT-000703,200294,sms_otp,0.0862,0.1486,0,0,0,11.28,167.26,0,12,0,0,0
AT-003483,893496,email_link,0.3483,0.2396,0,0,1,0.66,67.55,0,10,0,0,0
AT-001640,935425,security_questions,0.0863,0.2453,0,0,0,0.71,126.86,0,10,0,0,0
AT-000631,790024,email_link,0.3722,0.2443,0,1,0,24.96,42.89,0,7,0,0,0
AT-001675,339246,agent_assisted,0.3497,0.1858,0,0,0,11.67,19.99,0,19,0,0,0
AT-000032,152072,sms_otp,0.5699,0.1371,0,1,1,205.07,7.1,1,21,0,0,1
AT-003227,701928,email_link,0.467,0.8706,1,1,0,50.33,10.85,2,0,1,0,1
AT-001200,128742,agent_assisted,0.4596,0.3871,0,0,0,2.76,122.26,0,19,0,0,0
AT-001466,112928,sms_otp,0.7672,0.7969,0,0,1,6.04,0.41,2,0,1,0,1
AT-002407,560429,sms_otp,0.1948,0.2844,0,1,0,4.49,189.62,0,7,0,0,0
AT-000388,460134,email_link,0.5361,0.2405,0,0,0,12.99,40.5,0,14,0,0,0
AT-000742,777710,sms_otp,0.059,0.0189,0,0,1,20.33,427.36,0,7,0,0,0
AT-003401,870467,email_link,0.3138,0.7149,1,1,0,221.25,28.21,2,23,1,0,1
AT-001073,600500,sms_otp,0.1368,0.1947,0,0,0,4.24,100.02,0,21,0,0,0
AT-001341,427933,email_link,0.0385,0.4666,0,0,0,8.17,126.85,0,18,0,0,0
AT-002767,686267,email_link,0.0543,0.1948,0,0,0,15.22,90.73,0,16,0,0,0
AT-002682,436560,security_questions,0.3665,0.0187,0,0,0,9.9,65.87,0,13,0,0,0
AT-000285,935031,email_link,0.0509,0.1897,0,0,0,8.25,114.55,0,16,0,0,0
AT-000200,406603,sms_otp,0.7212,0.1985,0,0,0,4.77,210.8,0,8,0,0,0
AT-002335,725872,email_link,0.0611,0.0381,0,1,0,30.18,148.75,1,12,0,0,0
AT-000145,496675,email_link,0.3493,0.259,0,0,0,1.34,117.74,0,11,0,0,0
AT-001487,749266,email_link,0.2576,0.0422,0,0,0,2.35,127.45,0,14,0,0,0
AT-001494,623017,sms_otp,0.1121,0.1054,0,0,0,8.91,14.42,1,11,0,0,0
AT-000192,174556,email_link,0.3396,0.0108,0,0,0,3.7,150.37,1,16,0,0,0
AT-002909,825833,sms_otp,0.42,0.1,0,0,0,48.37,870.89,0,19,0,0,0
AT-001225,224205,email_link,0.0343,0.1614,1,0,0,20.61,64.44,0,13,0,0,0
AT-003377,493208,agent_assisted,0.3018,0.2079,0,0,0,3.2,58.29,0,12,0,0,0
AT-000949,578508,sms_otp,0.3656,0.0407,0,0,0,5.77,344.21,1,10,0,0,0
AT-000425,532146,email_link,0.0825,0.2624,0,0,0,7.33,71.53,0,15,0,0,0
AT-002223,298281,email_link,0.3038,0.0297,0,1,0,5.21,105.93,0,15,0,0,0
AT-001238,399170,agent_assisted,0.1918,0.0641,0,0,0,42.29,66.2,0,14,0,0,0
AT-000330,795479,security_questions,0.0494,0.1132,0,0,0,4.05,43.71,0,13,0,0,0
AT-001803,443394,email_link,0.5188,0.2732,1,0,0,41.61,67.89,0,9,0,0,0
AT-001873,209791,sms_otp,0.5523,0.3321,0,1,1,10.28,23.15,4,9,0,0,1
AT-002743,661925,sms_otp,0.4042,0.6953,0,1,0,32.96,2.65,4,8,0,1,1
AT-001296,673975,email_link,0.5419,0.3042,1,0,0,2.92,601.99,0,11,0,0,0
AT-000378,487959,email_link,0.117,0.1816,1,0,0,87.58,576.35,1,22,0,0,0
AT-002462,616632,agent_assisted,0.6006,0.2048,1,0,0,2.67,361.55,0,14,0,0,0
AT-001664,848381,sms_otp,0.1743,0.1863,0,0,0,41.6,98.27,0,14,0,0,0
